status,project_id,project_name,project_desc,start_date,end_date,pi_last,pi_first,pi_affiliation,pi_email,pi_phone
public,dcf38883df0549a184a65afc23c05c44,Example 2,Raw soil data for myPhyloDB,null,null,null,null,null,null,null
