status,project_id,project_name,project_desc,start_date,end_date,pi_last,pi_first,pi_affiliation,pi_email,pi_phone
public,b488bd72d701417a83fb1ace41de56ce,Example 3,Raw MiSeq soil data for myPhyloDB,null,null,null,null,null,null,null
