status,project_id,project_name,project_desc,start_date,end_date,pi_last,pi_first,pi_affiliation,pi_email,pi_phone
public,e08bc56248e4442986861b7f3513e774,Example 2,Raw soil data for myPhyloDB,null,null,null,null,null,null,null
