project_id,project_name,project_desc,start_date,end_date,pi_last,pi_first,pi_affiliation,pi_email,pi_phone
5bd83a13a323479e9e3059c196a005f7,Example 2,Raw soil data for myPhyloDB,null,null,null,null,null,null,null
