status,project_id,project_name,project_desc,start_date,end_date,pi_last,pi_first,pi_affiliation,pi_email,pi_phone
public,7b4df3e88b03453c9cf9110688bc5f02,Example 3,Raw MiSeq soil data for myPhyloDB,null,null,null,null,null,null,null
